1st column,2nd column,2nd column,3rd column,3rd column,4th column,4th column,5th column,5th column,6th column,6th column,7th column,7th column,8th column,8th column
1,(1),Honest Harriette,N R Jack,5.1,$14,8.4,$26,1000,$12
2,(2),Bad Boy Carter,K W Weidenbach,5.1,$13,7.6,$29,1000,$13
3,(3),Mollys Line,James Herbertson,2.5,$30,2.62,$32,32,$25,1000,$8
4,(4),Barny Bill,C A Alford,3.45,$17,4.3,$26,70,$25,1000,$4
5,(5),Major Arcana,Brad Chisholm,4,$16,5.1,$26,1000,$3
6,(6),Better Brother,C D Svanosio,2.24,$12,2.44,$41,500,$25
7,(7),Roryville,D N Moran,2.24,$14,2.3,$31,2.5,$28,2.88,$38,12,$26
